FIRSTLINE,이상해씨,이상해풀,이상해꽃,파이리,리자드,리자몽,꼬부기,어니부기,거북왕,캐터피,단데기,버터플,뿔충이,딱충이,독침붕,구구,피죤,피죤투,꼬렛,레트라,깨비참,깨비드릴조,아보,아보크,피카츄,라이츄,모래두지,고지,니드런♀,니드리나,니드퀸,니드런♂,니드리노,니드킹,삐삐,픽시,식스테일,나인테일,푸린,푸크린,주뱃,골뱃,뚜벅쵸,냄새꼬,라플레시아,파라스,파라섹트,콘팡,도나리,디그다,닥트리오,나옹,페르시온,고라파덕,골덕,망키,성원숭,가디,윈디,발챙이,슈륙챙이,강챙이,캐이시,윤겔라,후딘,알통몬,근육몬,괴력몬,모다피,우츠동,우츠보트,왕눈해,독파리,꼬마돌,데구리,딱구리,포니타,날쌩마,야돈,야도란,코일,레어코일,파오리,두두,두트리오,쥬쥬,쥬레곤,질퍽이,질뻐기,셀러,파르셀,고오스,고우스트,팬텀,롱스톤,슬리프,슬리퍼,크랩,킹크랩,찌리리공,붐볼,아라리,나시,탕구리,텅구리,시라소몬,홍수몬,내루미,또가스,또도가스,뿔카노,코뿌리,럭키,덩쿠리,캥카,쏘드라,시드라,콘치,왕콘치,별가사리,아쿠스타,마임맨,스라크,루주라,에레브,마그마,쁘사이저,켄타로스,잉어킹,갸라도스,라프라스,메타몽,이브이,샤미드,쥬피썬더,부스터,폴리곤,암나이트,암스타,투구,투구푸스,프테라,잠만보,프리져,썬더,파이어,미뇽,신뇽,망나뇽,뮤츠,뮤,치코리타,베이리프,메가니움,브케인,마그케인,블레이범,리아코,엘리게이,장크로다일,꼬리선,다꼬리,부우부,야부엉,레디바,레디안,페이검,아리아도스,크로뱃,초라기,랜턴,피츄,삐,푸푸린,토게피,토게틱,네이티,네이티오,메리프,보송송,전룡,아르코,마릴,마릴리,꼬지모,왕구리,통통코,두코,솜솜코,에이팜,해너츠,해루미,왕자리,우파,누오,에브이,블래키,니로우,야도킹,무우마,안농,마자용,키링키,피콘,쏘콘,노고치,글라이거,강철톤,블루,그랑블루,침바루,핫삼,단단지,헤라크로스,포푸니,깜지곰,링곰,마그마그,마그카르고,꾸꾸리,메꾸리,코산호,총어,대포무노,딜리버드,만타인,무장조,델빌,헬가,킹드라,코코리,코리갑,폴리곤2,노라키,루브도,배루키,카포에라,뽀뽀라,에레키드,마그비,밀탱크,해피너스,라이코,앤테이,스이쿤,애버라스,데기라스,마기라스,루기아,칠색조,세레비,나무지기,나무돌이,나무킹,아차모,영치코,번치코,물짱이,늪짱이,대짱이,포챠나,그라에나,지그제구리,직구리,개무소,실쿤,뷰티플라이,카스쿤,독케일,연꽃몬,로토스,로파파,도토링,잎새코,다탱구,테일로,스왈로,갈모매,패리퍼,랄토스,킬리아,가디안,비구술,비나방,버섯꼬,버섯모,게을로,발바로,게을킹,토중몬,아이스크,껍질몬,소곤룡,노공룡,폭음룡,마크탕,하리뭉,루리리,코코파스,에나비,델케티,깜까미,입치트,가보리,갱도라,보스로라,요가랑,요가램,썬더라이,썬더볼트,플러시,마이농,볼비트,네오비트,로젤리아,꼴깍몬,꿀꺽몬,샤프니아,샤크니아,고래왕자,고래왕,둔타,폭타,코터스,피그점프,피그킹,얼루기,톱치,비브라바,플라이곤,선인왕,밤선인,파비코,파비코리,쟝고,세비퍼,루나톤,솔록,미꾸리,메깅,가재군,가재장군,오뚝군,점토도리,릴링,릴리요,아노딥스,아말도,빈티나,밀로틱,캐스퐁,켈리몬,어둠대신,다크펫,해골몽,미라몽,트로피우스,치렁,앱솔,마자,눈꼬마,얼음귀신,대굴레오,씨레오,씨카이저,진주몽,헌테일,분홍장이,시라칸,사랑동이,아공이,쉘곤,보만다,메탕,메탕구,메타그로스,레지락,레지아이스,레지스틸,라티아스,라티오스,가이오가,그란돈,레쿠쟈,지라치,테오키스,모부기,수풀부기,토대부기,불꽃숭이,파이숭이,초염몽,팽도리,팽태자,엠페르트,찌르꼬,찌르버드,찌르호크,비버니,비버통,귀뚤뚜기,귀뚤톡크,꼬링크,럭시오,렌트라,꼬몽울,로즈레이드,두개도스,램펄드,방패톱스,바리톱스,도롱충이,도롱마담,나메일,세꿀버리,비퀸,파치리스,브이젤,플로젤,체리버,체리꼬,깝질무,트리토돈,겟핸보숭,흔들풍손,둥실라이드,이어롤,이어롭,무우마직,돈크로우,나옹마,몬냥이,랑딸랑,스컹뿡,스컹탱크,동미러,동탁군,꼬지지,흉내내,핑복,페라페,화강돌,딥상어동,한바이트,한카리아스,먹고자,리오르,루카리오,히포포타스,하마돈,스콜피,드래피온,삐딱구리,독개굴,무스틈니,형광어,네오라이트,타만타,눈쓰개,눈설왕,포푸니라,자포코일,내룸벨트,거대코뿌리,덩쿠림보,에레키블,마그마번,토게키스,메가자리,리피아,글레이시아,글라이온,맘모꾸리,폴리곤Z,엘레이드,대코파스,야느와르몽,눈여아,로토무,유크시,엠라이트,아그놈,디아루가,펄기아,히드런,레지기가스,기라티나,크레세리아,피오네,마나피,다크라이,쉐이미,아르세우스
108,내루미,노말,NONE,108,137,180,304,566,755,944,1133,1228,1322,3 km,20%,9%,핥기,10,파괴광선,47.4,사념의박치기,10.9,파워휩,34.6
109,또가스,독,NONE,119,164,80,352,467,623,779,935,1013,1091,3 km,50%,10%,엉겨붙기,9.1,오물폭탄,41.7,엉겨붙기,9.1,오물폭탄,41.7
110,또도가스,독,NONE,174,221,130,165,935,1247,1559,1871,2027,2183,3 km,20%,6%,엉겨붙기,9.1,오물폭탄,41.7,엉겨붙기,9.1,섀도볼,33.3
111,뿔카노,땅,바위,140,157,160,255,719,959,1199,1439,1559,1679,3 km,50%,10%,진흙뿌리기,12.9,땅고르기,27.4,진흙뿌리기,12.9,땅고르기,27.4
112,코뿌리,땅,바위,222,206,210,29,1414,1886,2357,2829,3065,3300,3 km,5%,6%,진흙뿌리기,12.9,지진,40,진흙뿌리기,12.9,지진,40
113,럭키,노말,NONE,60,176,500,292,629,839,1049,1259,1364,1469,5 km,20%,9%,막치기,14,파괴광선,47.4,사념의박치기,10.9,매지컬샤인,28.6
114,덩쿠리,풀,NONE,183,205,130,162,946,1262,1577,1893,2051,2208,3 km,40%,9%,덩굴채찍,14,풀묶기,41.5,엉겨붙기,9.1,솔라빔,44.1
115,캥카,노말,NONE,181,165,210,116,1055,1407,1759,2111,2287,2463,3 km,20%,9%,안다리걸기,10,역린,28.2,진흙뿌리기,10.7,역린,28.2
116,쏘드라,물,NONE,129,125,60,398,395,526,658,789,855,921,3 km,50%,10%,거품,12,거품광선,28.4,거품,12,용의파동,25
117,시드라,물,NONE,187,182,110,206,848,1131,1414,1697,1838,1979,3 km,20%,6%,물대포,12,하이드로펌프,47.3,물대포,12,용의파동,25
118,콘치,물,NONE,123,115,90,372,431,575,719,863,935,1006,3 km,50%,15%,쪼기,10,아쿠아테일,31.6,쪼기,10,아쿠아테일,31.6
119,왕콘치,물,NONE,175,154,160,190,874,1166,1457,1749,1895,2040,3 km,20%,7%,폭포오르기,16,냉동빔,27.3,폭포오르기,16,냉동빔,27.3
120,별가사리,물,NONE,137,112,60,395,397,529,661,794,860,926,3 km,50%,15%,물대포,12,거품광선,28.4,물대포,12,거품광선,28.4
121,아쿠스타,물,에스퍼,210,184,120,142,987,1316,1645,1974,2138,2303,3 km,20%,6%,물대포,12,하이드로펌프,47.3,잠재파워,10,하이드로펌프,47.3
122,마임맨,에스퍼,페어리,192,233,80,205,850,1133,1417,1701,1842,1984,5 km,30%,9%,염동력,15,섀도볼,33.3,염동력,15,섀도볼,33.3
123,스라크,벌레,비행,218,170,140,115,1056,1408,1760,2112,2288,2464,5 km,30%,9%,에어슬래시,14,시저크로스,33.8,에어슬래시,14,제비반환,27.5
124,루주라,얼음,에스퍼,223,182,130,107,1076,1435,1794,2153,2332,2512,5 km,30%,9%,염동력,15,눈사태,40,염동력,15,눈사태,40
125,에레브,전기,NONE,198,173,130,163,941,1255,1568,1882,2039,2196,5 km,20%,9%,전기쇼크,10,10만볼트,38.4,전기쇼크,10,10만볼트,38.4
126,마그마,불꽃,NONE,206,169,130,153,966,1288,1610,1932,2093,2254,5 km,20%,9%,불꽃세례,12,불대문자,40,불꽃세례,12,화염방사,38.2
127,쁘사이저,벌레,NONE,238,197,130,77,1187,1583,1978,2374,2572,2770,5 km,30%,9%,벌레먹음,12,시저크로스,33.8,바위깨기,11.5,시저크로스,33.8
128,켄타로스,노말,NONE,198,197,150,108,1066,1421,1777,2132,2310,2488,3 km,30%,9%,몸통박치기,12,지진,33.3,사념의박치기,10.9,뿔찌르기,25.9
129,잉어킹,물,NONE,29,102,40,493,94,125,157,188,204,220,1 km,70%,15%,튀어오르기,0,발버둥,15.9,튀어오르기,0,발버둥,15.9
130,갸라도스,물,비행,237,197,190,31,1406,1874,2343,2812,3046,3281,1 km,10%,7%,폭포오르기,16,하이드로펌프,47.3,폭포오르기,16,역린,28.2
131,라프라스,물,얼음,165,180,260,99,1115,1487,1859,2231,2417,2603,5 km,5%,9%,물대포,12,파도타기,45.9,얼음숨결,13.3,눈보라,50.3
132,메타몽,노말,NONE,91,91,96,437,307,410,512,615,666,718,3 km,20%,10%,변신,0,발버둥,19.1,변신,0,발버둥,19.1
133,이브이,노말,NONE,104,121,110,382,415,553,692,830,899,969,5 km,40%,10%,전광석화,12,뒀다쓰기,37.2,전광석화,12,뒀다쓰기,37.2
134,샤미드,물,NONE,205,177,260,39,1353,1804,2255,2706,2931,3157,5 km,12.5%,6%,물대포,12,하이드로펌프,47.3,물대포,12,아쿠아테일,31.6
135,쥬피썬더,전기,NONE,232,201,130,81,1170,1560,1950,2340,2535,2730,5 km,12.5%,6%,전기쇼크,10,10만볼트,38.4,볼트체인지,10.4,10만볼트,38.4
136,부스터,불꽃,NONE,246,204,130,66,1245,1659,2074,2490,2697,2904,5 km,12.5%,6%,회오리불꽃,15.3,오버히트,48,회오리불꽃,15.3,오버히트,48
137,폴리곤,노말,NONE,153,139,130,272,672,895,1120,1344,1456,1567,3 km,40%,9%,잠재파워,12,파괴광선,47.4,잠재파워,12,파괴광선,47.4
138,암나이트,바위,물,155,174,70,299,576,768,961,1153,1249,1345,5 km,40%,9%,물대포,12,락블레스트,28.6,머드숏,8.3,원시의힘,24
139,암스타,바위,물,207,227,140,91,1150,1534,1918,2301,2493,2685,5 km,15%,5%,물대포,12,하이드로펌프,47.3,머드숏,8.3,원시의힘,24
140,투구,바위,물,148,162,60,335,502,670,837,1005,1089,1172,5 km,40%,9%,할퀴기,12,원시의힘,24,머드숏,8.3,원시의힘,24
141,투구푸스,바위,물,220,203,120,106,1079,1438,1798,2158,2338,2517,5 km,15%,5%,바위깨기,11.5,스톤에지,52.2,바위깨기,11.5,원시의힘,24
142,프테라,바위,비행,221,164,160,97,1118,1490,1863,2236,2422,2608,5 km,20%,9%,강철날개,13.8,파괴광선,39.5,강철날개,13.8,원시의힘,24
143,잠만보,노말,NONE,190,190,320,24,1438,1917,2396,2876,3115,3355,5 km,5%,9%,핥기,10,파괴광선,47.4,사념의박치기,10.9,파괴광선,47.4
144,프리져,얼음,비행,192,249,180,63,1257,1676,2095,2514,2723,2933,20 km,3%,10%,얼음숨결,13.3,냉동빔,32.7,얼음숨결,13.3,냉동빔,32.7
145,썬더,전기,비행,253,188,180,27,1427,1902,2378,2854,3092,3330,20 km,3%,10%,전기쇼크,10,10만볼트,38.4,차지빔,8.7,전자포,45.4
146,파이어,불꽃,비행,251,184,180,32,1402,1870,2337,2805,3039,3272,20 km,3%,10%,회오리불꽃,15.3,불새,48,회오리불꽃,15.3,불새,48
147,미뇽,드래곤,NONE,119,94,82,410,368,491,614,737,799,860,5 km,40%,9%,용의숨결,14.4,아쿠아테일,26.3,아이언테일,13.6,김밥말이,20.7
148,신뇽,드래곤,NONE,163,138,122,264,689,919,1149,1379,1494,1609,5 km,10%,6%,용의숨결,14.4,용의파동,30,아이언테일,13.6,용의파동,30
149,망나뇽,드래곤,비행,263,201,182,19,1535,2046,2558,3070,3325,3581,5 km,5%,5%,드래곤테일,16.4,역린,33.8,드래곤테일,16.4,역린,33.8
150,뮤츠,에스퍼,NONE,300,182,193,8,1706,2275,2844,3413,3698,3982,20 km,6%,10%,염동력,15,사이코키네시스,42.9,염동력,15,냉동빔,27.3
151,뮤,에스퍼,NONE,210,210,200,25,1324,1766,2207,2649,2870,3090,20 km,10000%,0%,섀도크루,12.9,솔라빔,36.7,볼트체인지,8.7,솔라빔,36.7
152,치코리타,풀,NONE,92,122,90,421,343,458,572,687,744,801,3 km,20%,10%,덩굴채찍,14,풀묶기,41.5,덩굴채찍,14,풀묶기,41.5
153,베이리프,풀,NONE,122,155,120,310,555,740,925,1111,1203,1296,3 km,12.5%,7%,잎날가르기,15.6,풀묶기,41.5,잎날가르기,15.6,풀묶기,41.5
154,메가니움,풀,NONE,168,202,160,160,954,1272,1590,1909,2068,2227,3 km,5%,5%,덩굴채찍,14,하드플랜트,46.2,잎날가르기,15.6,하드플랜트,46.2
155,브케인,불꽃,NONE,116,96,78,418,356,475,593,712,771,831,3 km,20%,10%,불꽃세례,12,화염방사,38.2,불꽃세례,12,니트로차지,22.1
156,마그케인,불꽃,NONE,158,129,116,289,636,847,1060,1272,1378,1484,3 km,12.5%,7%,불꽃세례,12,화염방사,38.2,불꽃세례,12,니트로차지,22.1
157,블레이범,불꽃,NONE,223,176,156,90,1151,1535,1918,2302,2494,2686,3 km,5%,5%,불꽃세례,12,오버히트,48,불꽃세례,12,오버히트,48
158,리아코,물,NONE,117,116,100,370,433,578,722,867,939,1011,3 km,20%,10%,물대포,12,물의파동,26.3,물대포,12,깨물어부수기,21.9
159,엘리게이,물,NONE,150,151,130,267,685,913,1142,1370,1484,1598,3 km,12.5%,7%,물대포,12,물의파동,26.3,물대포,12,깨물어부수기,21.9
160,장크로다일,물,NONE,205,197,170,82,1166,1554,1943,2332,2526,2721,3 km,5%,5%,폭포오르기,16,하이드로펌프,47.3,폭포오르기,16,하이드로펌프,47.3
161,꼬리선,노말,NONE,79,77,70,466,222,296,370,445,482,519,1 km,50%,20%,전광석화,12,풀묶기,34.6,전광석화,12,구멍파기,21.3
162,다꼬리,노말,NONE,148,130,170,256,714,952,1191,1429,1548,1667,1 km,15%,7%,전광석화,12,파괴광선,47.4,전광석화,12,파괴광선,47.4
163,부우부,노말,비행,67,101,120,451,274,366,457,549,595,640,1 km,50%,15%,쪼기,12,불새,48,쪼기,12,불새,48
164,야부엉,노말,비행,145,179,200,191,874,1166,1457,1749,1895,2040,1 km,15%,7%,날개치기,12,불새,48,신통력,10.9,불새,48
165,레디바,벌레,비행,72,142,80,446,284,379,474,568,616,663,1 km,50%,20%,벌레먹음,12,제비반환,27.5,벌레먹음,12,은빛바람,22.7
166,레디안,벌레,비행,107,209,110,313,546,728,910,1092,1183,1275,1 km,15%,7%,벌레먹음,12,벌레의야단법석,29.2,벌레의저항,12,벌레의야단법석,29.2
167,페이검,벌레,독,105,73,80,442,293,391,489,587,636,685,1 km,50%,20%,벌레먹음,12,시그널빔,31,벌레먹음,12,시그널빔,31
168,아리아도스,벌레,독,161,128,140,259,701,935,1168,1402,1519,1636,1 km,15%,7%,엉겨붙기,10.9,메가폰,49.1,엉겨붙기,10.9,크로스포이즌,32
169,크로뱃,독,비행,194,178,170,114,1057,1409,1761,2114,2290,2466,1 km,10%,5%,에어슬래시,14,오물폭탄,41.7,에어슬래시,14,섀도볼,33.3
170,초라기,물,전기,106,106,150,362,457,610,762,915,991,1067,3 km,40%,10%,거품,12,10만볼트,38.4,거품,12,10만볼트,38.4
171,랜턴,물,전기,146,146,250,181,890,1186,1483,1780,1928,2077,3 km,15%,7%,물대포,12,10만볼트,38.4,차지빔,8.7,10만볼트,38.4
172,피츄,전기,NONE,77,63,40,487,161,215,268,322,349,376,1 km,0%,5%,전기쇼크,10,10만볼트,38.4,전기쇼크,10,10만볼트,38.4
173,삐,페어리,NONE,75,91,100,453,266,354,443,531,576,620,1 km,0%,5%,막치기,11.7,풀묶기,34.6,사념의박치기,10.9,풀묶기,34.6
174,푸푸린,노말,페어리,69,34,180,469,219,293,366,439,476,512,1 km,0%,5%,막치기,14,섀도볼,33.3,속여때리기,11.1,섀도볼,33.3
175,토게피,페어리,NONE,67,116,70,462,231,308,386,463,501,540,3 km,0%,5%,잠재파워,10,매지컬샤인,34.3,잠재파워,10,매지컬샤인,34.3
176,토게틱,페어리,비행,139,191,110,276,661,881,1102,1323,1433,1543,3 km,5%,5%,신통력,10.9,매지컬샤인,34.3,잠재파워,10,매지컬샤인,34.3
177,네이티,에스퍼,비행,134,89,80,396,396,528,660,792,858,925,3 km,40%,15%,전광석화,10,회전부리,31.3,쪼기,12,사이코쇼크,28.9
178,네이티오,에스퍼,비행,192,146,130,207,846,1128,1411,1693,1834,1975,3 km,15%,7%,에어슬래시,14,미래예지,53.3,에어슬래시,14,제비반환,27.5
179,메리프,전기,NONE,114,82,110,404,380,506,633,760,823,887,5 km,50%,10%,전기쇼크,10,10만볼트,38.4,전기쇼크,10,10만볼트,38.4
180,보송송,전기,NONE,145,112,140,294,600,801,1001,1201,1301,1402,5 km,25%,7%,차지빔,8.7,10만볼트,38.4,차지빔,8.7,방전,31.2
181,전룡,전기,NONE,211,172,180,86,1155,1540,1925,2310,2502,2695,5 km,12.5%,5%,차지빔,8.7,전자포,45.4,볼트체인지,10.4,전자포,45.4
182,아르코,풀,NONE,169,189,150,173,903,1204,1506,1807,1957,2108,3 km,5%,5%,잎날가르기,15.6,리프블레이드,35,잎날가르기,15.6,리프블레이드,35
183,마릴,물,페어리,37,93,140,479,180,240,300,360,390,420,3 km,50%,10%,거품,12,아쿠아테일,31.6,거품,12,아쿠아테일,31.6
184,마릴리,물,페어리,112,152,200,283,644,858,1073,1288,1395,1503,3 km,15%,7%,거품,12,치근거리기,37.2,거품,12,치근거리기,37.2
185,꼬지모,바위,NONE,167,198,140,184,885,1180,1475,1770,1917,2065,5 km,12.5%,5%,돌떨구기,16,스톤샤워,35.6,돌떨구기,16,스톤샤워,35.6
186,왕구리,물,NONE,174,192,180,131,1016,1355,1694,2032,2202,2371,3 km,10%,5%,거품,12,파도타기,45.9,거품,12,하이드로펌프,47.3
187,통통코,풀,비행,67,101,70,470,217,290,363,435,472,508,3 km,50%,12%,기관총,8.7,풀묶기,41.5,기관총,8.7,풀묶기,41.5
188,두코,풀,비행,91,127,110,405,378,504,630,756,819,882,3 km,25%,7%,기관총,8.7,풀묶기,41.5,기관총,8.7,풀묶기,41.5
189,솜솜코,풀,비행,118,197,150,273,665,887,1109,1331,1442,1553,3 km,12.5%,5%,엉겨붙기,9.1,솔라빔,44.1,엉겨붙기,9.1,솔라빔,44.1
190,에이팜,노말,NONE,136,112,110,329,509,678,848,1018,1103,1188,3 km,20%,9%,할퀴기,14.4,스피드스타,25.7,놀래키기,7.3,스피드스타,25.7
191,해너츠,풀,NONE,55,55,60,490,135,181,226,271,294,316,3 km,50%,9%,잎날가르기,15.6,풀묶기,41.5,잎날가르기,15.6,풀묶기,41.5
192,해루미,풀,NONE,185,148,150,189,878,1170,1463,1756,1902,2048,3 km,10%,7%,잎날가르기,15.6,솔라빔,44.1,기관총,8.7,솔라빔,44.1
193,왕자리,벌레,비행,154,94,130,302,568,758,947,1137,1232,1326,3 km,30%,10%,날개치기,12,제비반환,27.5,전광석화,10,은빛바람,22.7
194,우파,물,땅,75,75,110,456,255,340,425,511,553,596,3 km,40%,10%,물대포,12,진흙폭탄,28.7,머드숏,10,구멍파기,25.5
195,누오,물,땅,152,152,190,213,827,1102,1378,1654,1792,1929,3 km,15%,7%,물대포,12,지진,40,머드숏,10,오물폭탄,34.8
196,에브이,에스퍼,NONE,261,194,130,55,1286,1714,2143,2572,2786,3000,5 km,0%,5%,염동력,15,미래예지,53.3,염동력,15,뒀다쓰기,31
197,블래키,악,NONE,126,250,190,186,879,1172,1466,1759,1906,2052,5 km,0%,5%,바크아웃,13.1,속임수,42,바크아웃,13.1,뒀다쓰기,31
198,니로우,악,비행,175,87,120,295,596,795,994,1193,1293,1392,3 km,20%,10%,속여때리기,13.3,속임수,42,쪼기,12,회전부리,31.3
199,야도킹,물,에스퍼,177,194,190,111,1063,1418,1773,2127,2304,2482,3 km,10%,5%,염동력,15,눈보라,41.9,염동력,15,불대문자,33.3
200,무우마,고스트,NONE,167,167,120,242,763,1018,1272,1527,1654,1781,3 km,30%,7%,병상첨병,10,괴상한바람,26.1,병상첨병,10,괴상한바람,26.1
201,안농,에스퍼,NONE,136,91,96,368,438,584,730,876,949,1022,5 km,30%,10%,잠재파워,10,발버둥,15.9,잠재파워,10,발버둥,15.9
202,마자용,에스퍼,NONE,60,106,380,367,438,585,731,877,950,1024,3 km,25%,7%,카운터,13.3,미러코트,27.7,카운터,13.3,미러코트,27.7
203,키링키,노말,에스퍼,182,133,140,229,798,1064,1331,1597,1730,1863,3 km,30%,7%,염동력,15,사이코키네시스,42.9,염동력,15,10만볼트,32
204,피콘,벌레,NONE,108,146,100,366,448,597,746,896,970,1045,5 km,40%,12%,벌레먹음,12,자이로볼,24.2,벌레먹음,12,자이로볼,24.2
205,쏘콘,벌레,강철,161,242,150,150,970,1293,1616,1940,2102,2263,5 km,15%,7%,벌레먹음,12,헤비봄버,40,벌레의저항,12,헤비봄버,40
206,노고치,노말,NONE,131,131,200,263,692,923,1154,1384,1500,1615,3 km,30%,20%,물기,12,스톤샤워,29.6,놀래키기,7.3,구멍파기,21.3
207,글라이거,땅,비행,143,204,130,245,753,1004,1256,1507,1632,1758,5 km,20%,7%,날개치기,12,구멍파기,25.5,날개치기,12,구멍파기,25.5
208,강철톤,강철,땅,148,333,150,122,1045,1393,1742,2091,2265,2439,5 km,10%,5%,아이언테일,16.4,헤비봄버,40,아이언테일,16.4,지진,40
209,블루,페어리,NONE,137,89,120,340,482,642,803,964,1044,1124,3 km,40%,10%,몸통박치기,10,매지컬샤인,34.3,몸통박치기,10,매지컬샤인,34.3
210,그랑블루,페어리,NONE,212,137,180,121,1046,1394,1743,2092,2266,2440,3 km,15%,8%,바크아웃,10.9,치근거리기,37.2,바크아웃,10.9,치근거리기,37.2
211,침바루,물,독,184,148,130,217,818,1091,1364,1637,1774,1910,3 km,30%,8%,물대포,12,아쿠아테일,31.6,독침,10,냉동빔,27.3
212,핫삼,벌레,강철,236,191,140,76,1200,1600,2000,2401,2601,2801,5 km,5%,5%,연속자르기,9,아이언헤드,37.9,불릿펀치,12,아이언헤드,37.9
213,단단지,벌레,바위,17,396,40,491,128,171,214,257,279,300,3 km,30%,7%,돌떨구기,16,스톤에지,52.2,벌레의저항,12,락블레스트,28.6
214,헤라크로스,벌레,격투,234,189,160,61,1259,1679,2098,2518,2728,2938,3 km,30%,9%,카운터,16,인파이트,52.2,벌레의저항,12,인파이트,52.2
215,포푸니,악,얼음,189,157,110,228,800,1067,1334,1601,1734,1868,3 km,20%,7%,속여때리기,13.3,눈사태,40,얼음뭉치,12,눈사태,40
216,깜지곰,노말,NONE,142,93,120,331,507,676,845,1014,1099,1184,3 km,50%,20%,할퀴기,14.4,치근거리기,31,핥기,10,치근거리기,31
217,링곰,노말,NONE,236,144,180,79,1183,1577,1971,2366,2563,2760,3 km,15%,7%,카운터,13.3,파괴광선,47.4,카운터,13.3,파괴광선,47.4
218,마그마그,불꽃,NONE,118,71,80,427,321,429,536,643,697,750,1 km,30%,10%,불꽃세례,12,불꽃튀기기,32.3,불꽃세례,12,니트로차지,22.1
219,마그카르고,불꽃,바위,139,209,100,277,661,882,1102,1323,1433,1543,1 km,12.5%,6%,돌떨구기,16,오버히트,48,돌떨구기,16,오버히트,48
220,꾸꾸리,얼음,땅,90,74,100,447,284,379,473,568,616,663,3 km,30%,10%,눈싸라기,7.2,스톤샤워,29.6,눈싸라기,7.2,얼다바람,21.8
221,메꾸리,얼음,땅,181,147,200,144,979,1305,1631,1958,2121,2284,3 km,12.5%,6%,얼음뭉치,12,눈사태,40,눈싸라기,7.2,눈사태,40
222,코산호,물,바위,118,156,110,322,520,693,867,1041,1127,1214,3 km,30%,12%,거품,12,파워젬,33.1,거품,12,파워젬,33.1
223,총어,물,NONE,127,69,70,428,321,428,535,642,695,749,1 km,50%,10%,물대포,12,물의파동,26.3,머드숏,8.3,물의파동,26.3
224,대포무노,물,NONE,197,141,150,172,910,1213,1517,1820,1972,2124,1 km,15%,7%,물대포,12,더스트슈트,41.9,머드숏,8.3,물의파동,26.3
225,딜리버드,얼음,비행,128,90,90,393,401,535,669,803,870,937,5 km,20%,20%,프레젠트,3.8,냉동펀치,31.6,프레젠트,3.8,제비반환,27.5
226,만타인,물,비행,148,260,130,194,871,1161,1452,1742,1887,2032,5 km,30%,7%,거품,12,제비반환,27.5,거품,12,냉동빔,27.3
227,무장조,강철,비행,148,260,130,195,871,1161,1452,1742,1887,2032,5 km,20%,9%,강철날개,16.5,불새,48,에어슬래시,14,불새,48
228,델빌,악,불꽃,152,93,90,345,476,634,793,952,1031,1110,3 km,40%,10%,속여때리기,13.3,화염방사,38.2,속여때리기,13.3,깨물어부수기,26.3
229,헬가,악,불꽃,224,159,150,104,1084,1445,1806,2168,2348,2529,3 km,15%,6%,바크아웃,13.1,속임수,42,바크아웃,13.1,불대문자,40
230,킹드라,물,드래곤,194,194,150,123,1038,1385,1731,2077,2250,2424,3 km,10%,5%,용의숨결,14.4,역린,33.8,폭포오르기,16,역린,33.8
231,코코리,땅,NONE,107,107,180,334,503,671,839,1007,1091,1175,3 km,50%,20%,몸통박치기,10,땅고르기,27.4,바위깨기,11.5,스톤샤워,29.6
232,코리갑,땅,NONE,214,214,180,52,1295,1727,2158,2590,2806,3022,3 km,12.5%,7%,카운터,13.3,지진,40,카운터,13.3,치근거리기,31
233,폴리곤2,노말,NONE,198,183,170,103,1091,1454,1818,2182,2364,2546,3 km,5%,5%,잠재파워,12,파괴광선,47.4,잠재파워,12,파괴광선,47.4
234,노라키,노말,NONE,192,132,146,203,852,1136,1420,1704,1846,1988,3 km,30%,8%,몸통박치기,12,와일드볼트,34.6,사념의박치기,10.9,와일드볼트,34.6
235,루브도,노말,NONE,40,88,110,486,167,222,278,334,361,389,3 km,25%,7%,몸통박치기,12,발버둥,19.1,몸통박치기,12,발버둥,19.1
236,배루키,격투,NONE,64,64,70,481,173,231,288,346,375,404,5 km,0%,20%,바위깨기,13.8,스톤샤워,29.6,바위깨기,13.8,스톤샤워,29.6
237,카포에라,격투,NONE,173,214,100,219,816,1088,1361,1633,1769,1905,5 km,10%,5%,카운터,16,인파이트,52.2,바위깨기,13.8,자이로볼,24.2
238,뽀뽀라,얼음,에스퍼,153,116,90,320,527,703,879,1054,1142,1230,5 km,0%,20%,막치기,11.7,냉동빔,32.7,눈싸라기,7.2,사이코쇼크,28.9
239,에레키드,전기,NONE,135,110,90,360,460,613,766,920,996,1073,5 km,0%,20%,전기쇼크,10,방전,31.2,전기쇼크,10,방전,31.2
240,마그비,불꽃,NONE,151,108,90,333,505,673,841,1010,1094,1178,5 km,0%,20%,불꽃세례,12,불꽃펀치,30,불꽃세례,12,불꽃펀치,30
241,밀탱크,노말,NONE,157,211,190,140,991,1321,1651,1982,2147,2312,5 km,20%,8%,몸통박치기,12,누르기,31.6,사념의박치기,10.9,누르기,31.6
242,해피너스,노말,NONE,129,229,510,36,1379,1839,2299,2759,2989,3219,5 km,5%,5%,막치기,14,파괴광선,47.4,사념의박치기,10.9,매지컬샤인,28.6
243,라이코,전기,NONE,241,210,180,25,1435,1913,2392,2870,3110,3349,20 km,2%,4%,전기쇼크,10,와일드볼트,41.5,볼트체인지,10.4,와일드볼트,41.5
